"ID";"RowGuid";"Name";"Parent_ID";"AccountType_ID";"AccountNumber";"CustomerNumber";"AddressId";"Description";"PathByName";"OptimisticLockField";"CreateUser";"CreateTime";"UpdateUser";"UpdateTime";"FullName";"PathName";"Inactive";"Locked";"ResponsiblePerson_ID";"InvoiceAccount_ID";"KeyAccountManager_ID";"Salesperson_ID"
"15";"31bbe89c-ea5e-11e3-87e7-180373c0ede6";"QT";"1";"GRP";"";"";"";"Qualitätentausch";"$:QT";"0";"Anonym";"02.06.2014 16:00:04";"";"";"QT";"QT";"False";"False";"";"";"";""
"16";"31bbe89d-ea5e-11e3-87e7-180373c0ede6";"LDL";"1";"GRP";"";"";"";"Lagerdienstleister";"$:LDL";"0";"Anonym";"02.06.2014 16:00:04";"";"";"LDL";"LDL";"False";"False";"";"";"";""
"17";"2718f037-2a03-11e4-8ef0-180373c0ede6";"A";"1";"GRP";"";"";"";"Ablehnungen";"$:A";"0";"Anonym";"22.08.2014 15:49:37";"";"";"A";"A";"False";"False";"";"";"";""
"18";"2718f03d-2a03-11e4-8ef0-180373c0ede6";"F";"1";"GRP";"";"";"";"Feistellungen";"$:F";"0";"Anonym";"22.08.2014 15:49:37";"";"";"F";"F";"False";"False";"";"";"";""
"20";"4a64169e-157f-4a96-b033-0a43ce799332";"Verlustkonto - DPL";"11";"AWD";"40429-AWD-V";"40429";"22110";"";"$:AWD:Verlust";"2";"Jan 23 2015 10:41PM";"23.01.2015 22:41:18";"DPL-SOEST\Schulte";"30.01.2015 08:16:21";"Verlustkonto - DPL";"Verlust";"False";"False";"DPL-SOEST\Hendrich";"";"";""
"21";"3331aed4-2bb2-46f2-a14c-dcf78afd6a5b";"Ankauf Pal. Guthaben - DPL";"11";"AWD";"40429-AWD-KPG";"40429";"22110";"";"$:AWD:Kauf Guthaben";"2";"Jan 23 2015 10:41PM";"23.01.2015 22:41:18";"DPL-SOEST\Schulte";"16.02.2015 13:50:33";"Kauf Paletten Guthaben - DPL";"Kauf Guthaben";"False";"False";"DPL-SOEST\Hendrich";"";"";""
"22";"978fdfa6-1c4a-46ea-88a5-292dac6e42a6";"Ankauf von Paletten - DPL";"11";"AWD";"40429-AWD-KP";"40429";"22110";"";"$:AWD:Palettenkauf";"2";"Jan 23 2015 10:41PM";"23.01.2015 22:41:18";"DPL-SOEST\Schulte";"16.02.2015 13:50:46";"Ankauf von Paletten - DPL Soest";"Palettenkauf";"False";"False";"DPL-SOEST\Hendrich";"";"";""
"25";"cdcd9966-8e4a-4b70-abff-75421a236f36";"AO Erträge - DPL";"10";"ERT";"40429-ERT-AOE";"40429";"22110";"";"$:ERT:Ausserordentliche Erträge";"0";"Jan 23 2015 10:41PM";"23.01.2015 22:41:18";"";"";"Ausserordentliche Erträge - DPL Soest";"Ausserordentliche Erträge";"False";"False";"";"";"";""
"42";"e7a81b5f-abc0-48f8-b2d8-c3d2428b6c78";"DACHSER - Steißlingen";"2";"TK";"22229-TK";"22229";"19971";"<p><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;"">seit dem 01.01.16 ist jeder DACHSER eigenst&auml;ndig!</span></p><p>Gem. E-Mail v. 13.01.16 d. Herrn Rodloff (DPL) an Herrn Miller (DACHSER): befristete Aussetzung der seit dem 01.01.16 in Kraft getretenen Pooling-Preise, bei Neubestellungen, im Zeitrum 18.01.16 bis 29.02.16 = 2B-EUR-Palette, ab Lager:&nbsp;<del>0,45 &euro;/EUR</del>&nbsp;/ 0,38 &euro;/EUR!</p><p>Gem. E-Mail v. 05.10.15 d. Herrn Wolting (DPL) an Herrn J&auml;ger (DACHSER)</p><p>Gem. E-Mail v. 13.10.15 d. Herrn Wolting (DPL) an Herrn J&auml;ger (DACHSER)</p><p>KB.: JK&auml;</p><p><del>Gem. E-Mail v. 02.03.12 VK.: ROe u. ATr SB.: JK&auml; / BBo Verkauf EU = 6,80 &euro;/EU</del></p><h2><strong>DA030</strong></h2>";"$:TK:Dachser Steißlingen";"13";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\kleefeldt";"10.01.2019 16:10:04";"DACHSER SE Logistikzentrum Hegau-Bodensee - Steißlingen";"Dachser Steißlingen";"False";"False";"DPL-SOEST\losch";"6862";"DPL-SOEST\Kaese";"DPL-SOEST\hartmann"
"43";"e4de989a-4d32-43bc-adb2-c67f0952c76f";"Sachsenmilch Leppersdorf - Leppersdorf";"2";"TK";"51555-TK";"51555";"22746";"<p>&Uuml;bergangsregelung VK: SGe SB: BBo</p><p><strong><span style=""color:#ff0066;text-decoration:underline;"">Mietabrechnung: Immer die &Uuml;bersicht der Buchungen f&uuml;r die Mietabrechnung, zusammen mit der Mietaufstelltung an Sachsenmilch verschicken!!! (per E-Mail ) + RE und nur Mietaufstellung auch per Post&nbsp;&nbsp;</span></strong></p><p><strong><span style=""color:#ff0066;text-decoration:underline;"">Die Miete darf immer erst nach der Best&auml;tigung</span></strong><strong><span style=""color:#ff0066;text-decoration:underline;"">(Kontoauszug) abgerechnet werden.</span></strong></p><p><strong><span style=""color:#ff0066;text-decoration:underline;"">zu dem Kontoauszug soll immer eine Einzelaufstellung geschickt werden, so kann Frau P&ouml;tschke besser die Gutschriften pr&uuml;fen</span></strong></p><p><strong><span style=""color:#ff0066;text-decoration:underline;"">&nbsp;</span></strong></p>";"$:TK:Sachsenmilch Leppersdorf";"9";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\Becker";"05.03.2019 11:26:40";"Sachsenmilch Leppersdorf GmbH  - Leppersdorf";"Sachsenmilch Leppersdorf";"False";"False";"DPL-SOEST\Becker";"";"DPL-SOEST\Bock";"DPL-SOEST\Gerasch"
"47";"817c6c8b-baee-419c-82af-ae5f0bcdab85";"DACHSER - Neuss";"2";"TK";"11947-TK";"11947";"19916";"<p><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;"">seit dem 01.01.16 ist jeder DACHSER eigenst&auml;ndig!</span></p><p>Gem. E-Mail v. 13.01.16 d. Herrn Rodloff (DPL) an Herrn Miller (DACHSER): befristete Aussetzung der seit dem 01.01.16 in Kraft getretenen Pooling-Preise, bei Neubestellungen, im Zeitrum 18.01.16 bis 29.02.16 = 2B-EUR-Palette, ab Lager:&nbsp;<del>0,45 &euro;/EUR</del>&nbsp;/ 0,38 &euro;/EUR!</p><p>Gem. E-Mail v. 05.10.15 d. Herrn Wolting (DPL) an Herrn J&auml;ger (DACHSER)</p><p>Gem. E-Mail v. 13.10.15 d. Herrn Wolting (DPL) an Herrn J&auml;ger (DACHSER)</p><p>KB.: JK&auml;</p><p><del>Gem. E-Mail v. 02.03.12 VK.: ROe u. ATr SB.: JK&auml; / BBo</del></p><h2><span style=""color:#660000;""><strong>DA002</strong></span><strong></strong></h2>";"$:TK:Dachser Neuss";"14";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\kleefeldt";"10.01.2019 16:07:21";"DACHSER SE Logistikzentrum Niederrhein - Neuss";"Dachser Neuss";"False";"False";"DPL-SOEST\losch";"6862";"DPL-SOEST\Kaese";"DPL-SOEST\hartmann"
"59";"e2f47b01-c5fc-4b86-a618-9dea51b8011a";"Schenker Deutschland AG - Coburg";"2";"TK";"11753-TK";"11753";"19891";"<p>def Pal. auf PS,werden sofort zu 2,50&euro;berechnet! KEINE DD einbuchen,Scheine zur&uuml;ck.<br /></p><p>Kennt die KBL-L&uuml;bbenau Repa Belege bereits und akzeptiert die Geb&uuml;hren</p><p><strong>Abweichende Rechnungsadresse</strong>: Schenker Deutschland AG, Invoice P.O.##394##, Zentrale Lademittelverwaltung, Creidlitzer Stra&szlig;e 140, 96450 Coburg</p><p><strong>Rechnungsversand</strong>: SCHENKER Deutschland AG, Postfach 1149,&nbsp;31201 Peine</p><p><span style=""color:#ff3333;"">F&uuml;r die Zukunft bitte jede Depotabgabe mit Fa. Schenker absprechen.</span></p>";"$:TK:Coburg";"13";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\Becker";"21.11.2019 15:48:29";"Schenker Deutschland AG Zentrale Produktion / QSU Abteilung Packmittelverwaltung - Coburg";"Coburg";"False";"False";"DPL-SOEST\Becker";"";"DPL-SOEST\Uhlenbrock";"DPL-SOEST\hartmann"
"61";"a1e618a1-cf50-41af-8779-7174a7efa8f0";"DACHSER - Hamburg (Food)";"2";"TK";"11895-TK";"11895";"19906";"<p>Food Logistik European Logistik - 41806 Gem. E-Mail v. 02.03.12 VK.: ROe u. ATr SB.: JK&auml; / BBo</p><p><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;"">seit dem 01.01.16 ist jeder Dachser eigenst&auml;ndig</span></p><h2><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;""><strong>DA404</strong></span></h2><p>&nbsp;</p><h4><strong>Konto an: dachser.hamburg@dachser.com + Hr. Solkan</strong></h4>";"$:TK:Hamburg";"20";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\losch";"23.12.2019 16:23:10";"DACHSER SE Logistikzentrum Hamburg - Hamburg";"Hamburg";"False";"False";"DPL-SOEST\losch";"6862";"DPL-SOEST\Kaese";"DPL-SOEST\hartmann"
"62";"b99afdc6-9138-4a50-9abb-9a62cd4fe02c";"DACHSER - Bad Salzuflen";"2";"TK";"11924-TK";"11924";"19911";"<p>Gem. E-Mail v. 02.03.12 VK.: ROe u. ATr SB.: JK&auml; / BBo</p><p><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;"">seit dem 01.01.16 ist jeder Dachser eigenst&auml;ndig</span></p>";"$:TK:Dachser Bad Salzuflen";"23";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\Schulz";"22.01.2019 11:52:11";"DACHSER SE Intern. Spedition - Bad Salzuflen";"Dachser Bad Salzuflen";"False";"False";"DPL-SOEST\losch";"6862";"DPL-SOEST\Kaese";"DPL-SOEST\Wolting"
"63";"365287cc-eb00-4647-b222-501f8e1f86fe";"DACHSER - Dortmund";"2";"TK";"11940-TK";"53997";"25188";"<p>Kd.- Nr.: 53997 / Kto.- Nr.: 11940 / VK.: PWo / KB.: JK&auml;</p><p>- kostenfreie Freistellungen in 100er Schritte!</p><h2><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;""><strong>DA018</strong></span></h2><h1>&nbsp;</h1>";"$:TK:DACHSER Dortmund";"23";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\kleefeldt";"10.01.2019 16:08:51";"DACHSER SE Logistikzentrum Dortmund - Dortmund";"DACHSER Dortmund";"False";"False";"DPL-SOEST\losch";"6862";"DPL-SOEST\Kaese";"DPL-SOEST\hartmann"
"67";"3e23771c-d748-4eef-acc4-ab3ad425bab5";"DACHSER - Malsch";"2";"TK";"32552-TK";"32552";"21268";"<p><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;"">seit dem 01.01.16 ist jeder DACHSER eigenst&auml;ndig!</span></p><p>Gem. E-Mail v. 13.01.16 d. Herrn Rodloff (DPL) an Herrn Miller (DACHSER): befristete Aussetzung der seit dem 01.01.16 in Kraft getretenen Pooling-Preise, bei Neubestellungen, im Zeitrum 18.01.16 bis 29.02.16 = 2B-EUR-Palette, ab Lager:&nbsp;<del>0,45 &euro;/EUR</del>&nbsp;/ 0,38 &euro;/EUR!</p><p>Gem. E-Mail v. 05.10.15 d. Herrn Wolting (DPL) an Herrn J&auml;ger (DACHSER)</p><p>Gem. E-Mail v. 13.10.15 d. Herrn Wolting (DPL) an Herrn J&auml;ger (DACHSER)</p><p>KB.: JK&auml;</p><p><del>Gem. E-Mail v. 02.03.12 VK.: ROe u. ATr SB.: JK&auml; / BBo</del></p>";"$:TK:Dachser Malsch";"24";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\kleefeldt";"10.01.2019 16:07:08";"DACHSER SE Logistikzentrum Karlsruhe - Malsch";"Dachser Malsch";"False";"False";"DPL-SOEST\losch";"6862";"DPL-SOEST\Kaese";"DPL-SOEST\hartmann"
"68";"f4b54c86-e64c-4b71-ba5b-8e45dfab540e";"DACHSER - München";"2";"TK";"32700-TK";"53740";"24931";"<p>Kd.- Nr.: 53740 / Kto.- Nr.: 32700</p><p><span style=""color:#ff0000;""><strong>BST-NR 7</strong></span></p><p>&nbsp;</p><p><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;"">seit dem 01.01.16 ist jeder DACHSER eigenst&auml;ndig!</span></p><p>Gem. E-Mail v. 13.01.16 d. Herrn Rodloff (DPL) an Herrn Miller (DACHSER): befristete Aussetzung der seit dem 01.01.16 in Kraft getretenen Pooling-Preise, bei Neubestellungen, im Zeitrum 18.01.16 bis 29.02.16 = 2B-EUR-Palette, ab Lager:&nbsp;<del>0,45 &euro;/EUR</del>&nbsp;/ 0,38 &euro;/EUR!</p><p>Gem. E-Mail v. 05.10.15 d. Herrn Wolting (DPL) an Herrn J&auml;ger (DACHSER)</p><p>Gem. E-Mail v. 13.10.15 d. Herrn Wolting (DPL) an Herrn J&auml;ger (DACHSER)</p><p>KB.: JK&auml;</p><p>Bedingungen Unilever, 74 Heilbronn s. V-AU135030</p><p><del>Gem. E-Mail v. 02.03.12 VK.: ROe u. ATr SB.: BBo / JK&auml;</del></p>";"$:TK:Dachser München";"20";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\losch";"13.12.2019 10:20:23";"Dachser SE Zweigniederlassung München - München";"Dachser München";"False";"False";"DPL-SOEST\losch";"6862";"DPL-SOEST\Kaese";"DPL-SOEST\hartmann"
"69";"b332d23e-95e2-4377-9873-ab96866af6fd";"DACHSER - Hof";"2";"TK";"33636-TK";"33636";"21320";"<p><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;"">&nbsp;</span></p><h1><span style=""color:#ffffff;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ff0000;text-decoration:underline;""><strong>Abwicklungen der NL finden ausschlie&szlig;lich nur noch &uuml;ber die Hauptniederlassung DA Kempten statt!</strong></span></h1><p><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;"">seit dem 01.01.16 ist jeder DACHSER eigenst&auml;ndig!</span></p><p>Gem. E-Mail v. 13.01.16 d. Herrn Rodloff (DPL) an Herrn Miller (DACHSER): befristete <span style=""color:#ffffff;"">Aussetzung</span> der seit dem 01.01.16 in Kraft getretenen Pooling-Preise, bei Neubestellungen, im Zeitrum 18.01.16 bis 29.02.16 = 2B-EUR-Palette, ab Lager:&nbsp;<del>0,45 &euro;/EUR</del>&nbsp;/ 0,38 &euro;/EUR!</p><p>Gem. E-Mail v. 05.10.15 d. Herrn Wolting (DPL) an Herrn J&auml;ger (DACHSER)</p><p>Gem. E-Mail v. 13.10.15 d. Herrn Wolting (DPL) an Herrn J&auml;ger (DACHSER)</p><p>KB.: JK&auml;</p><p><del>Gem. E-Mail v. 02.03.12 VK.: ROe u. ATr SB.: JK&auml; / BBo</del></p><h2><strong>DA028</strong></h2>";"$:TK:Dachser Hof";"18";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\Kelbert";"05.11.2019 15:27:17";"DACHSER SE Logistikzentrum Hof - Hof";"Dachser Hof";"True";"True";"DPL-SOEST\losch";"6862";"DPL-SOEST\Kaese";"DPL-SOEST\hartmann"
"70";"f3d9620c-11e7-473b-a3ce-9fa0198b7519";"DACHSER - Baindt";"2";"TK";"33644-TK";"33644";"21321";"<p><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;"">seit dem 01.01.16 ist jeder DACHSER eigenst&auml;ndig!</span></p><p>Gem. E-Mail v. 13.01.16 d. Herrn Rodloff (DPL) an Herrn Miller (DACHSER): befristete Aussetzung der seit dem 01.01.16 in Kraft getretenen Pooling-Preise, bei Neubestellungen, im Zeitrum 18.01.16 bis 29.02.16 = 2B-EUR-Palette, ab Lager:&nbsp;<del>0,45 &euro;/EUR</del>&nbsp;/ 0,38 &euro;/EUR!</p><p>Gem. E-Mail v. 05.10.15 d. Herrn Wolting (DPL) an Herrn J&auml;ger (DACHSER)</p><p>Gem. E-Mail v. 13.10.15 d. Herrn Wolting (DPL) an Herrn J&auml;ger (DACHSER)</p><p>KB.: JK&auml;</p><p><del>Gem. E-Mail v. 02.03.12 VK.: ROe u. ATr SB.: JK&auml; / BBo</del></p><h2><strong>DA008</strong></h2>";"$:TK:Dachser Baindt";"14";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\kleefeldt";"10.01.2019 16:08:00";"DACHSER SE Logistikzentrum Bodensee Oberschwaben - Baindt";"Dachser Baindt";"False";"False";"DPL-SOEST\losch";"6862";"DPL-SOEST\Kaese";"DPL-SOEST\hartmann"
"77";"b325e9cd-99de-410e-a7d6-c70eff74a981";"DACHSER - Alsdorf";"2";"TK";"33900-TK";"33900";"21352";"<p><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;"">seit dem 01.01.16 ist jeder DACHSER eigenst&auml;ndig!</span></p><p>Gem. E-Mail v. 13.01.16 d. Herrn Rodloff (DPL) an Herrn Miller (DACHSER): befristete Aussetzung der seit dem 01.01.16 in Kraft getretenen Pooling-Preise, bei Neubestellungen, im Zeitrum 18.01.16 bis 29.02.16 = 2B-EUR-Palette, ab Lager:&nbsp;<del>0,45 &euro;/EUR</del>&nbsp;/ 0,38 &euro;/EUR!</p><p>Gem. E-Mail v. 05.10.15 d. Herrn Wolting (DPL) an Herrn J&auml;ger (DACHSER)</p><p>Gem. E-Mail v. 13.10.15 d. Herrn Wolting (DPL) an Herrn J&auml;ger (DACHSER)</p><p>KB.: JK&auml;</p><p><del>Gem. E-Mail v. 02.03.12 VK.: ROe u. ATr SB.: JK&auml; / BBo</del></p><h2><strong>DA019</strong></h2>";"$:TK:Dachser Alsdorf";"14";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\kleefeldt";"10.01.2019 16:09:00";"DACHSER SE Logistikzentrum Maas-Rhein - Alsdorf";"Dachser Alsdorf";"False";"False";"DPL-SOEST\losch";"6862";"DPL-SOEST\Kaese";"DPL-SOEST\hartmann"
"108";"c080b61c-c16e-4dea-9454-11538954ee44";"DACHSER - Rheine";"2";"TK";"32684-TK";"32684";"21276";"<h1><strong>DA039</strong></h1><p>VK.: PWo / KB.: JK&auml;</p><p>s. Hauptkonto: 33006 - DACHSER, Kempten!</p><h2><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;""><strong></strong></span></h2>";"$:TK:Rheine";"21";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\kleefeldt";"10.01.2019 16:13:48";"DACHSER SE Intern. Spedition - Rheine";"Rheine";"False";"False";"DPL-SOEST\losch";"6862";"DPL-SOEST\Kaese";"DPL-SOEST\hartmann"
"119";"3a91570a-0a20-45eb-95fd-1d5fc7342065";"B+S - Bad-Iburg - Sentrup";"7466";"TK";"38586-TK";"38586";"21800";"<p>Vereinb. v. 01.11.18 / Laufzeit bis zum 31.12.2021 / Vol.: 21.000 EUR-Paletten in 12 Mo. / VK.: MVdN / KB.: JK&auml;</p><p>R&uuml;ckgabem&ouml;glichkeiten: Ladungsweise Anlieferung von gebraucht/tauschf&auml;higen Euro-Paletten an einer mit DPL abgestimmten Destination, bundesweit. Aufpreis: &euro; 0,19/EUR-Palette!</p><p>DPL-Pooling-Konto - maximaler Saldo in H&ouml;he von 30% des Auftragsvolumens (6.300 EUR)</p><p>Vereinb. v. 05.01.17 / Laufzeit bis zum 31.12.2017 / Vol.: 70.000 DD-Paletten in 12 Mo. / VK.: MVdN / KB.: JK&auml;</p><p>R&uuml;ckgabeoption: k&ouml;rperliche R&uuml;ckgabe in ganzen LKW-Ladungen = Anlieferung von Paletten durch den Auftraggeber an abgestimmten Destinationen in kompletten LKW-Ladungen gem&auml;&szlig; Punkt 3.2 = 0,19 &euro;/DD</p><p><span style=""background-color:#ff0000;"">Ladungsweise Freistellung &euro; 0,35/Palette muss manuell aus dem Freistellungskonto abgerechnet werden, wenn Geb&uuml;hren anfallen !!!</span></p><p><del></del><del></del></p><p><span style=""color:#ff0000;"">In den Einreichungen steht, dass man den Kontoauszug bei der Rechnung mitschicken soll -&nbsp;BITTE KEINEN AUSZUG VERSCHICKEN1</span></p><p>&nbsp;</p>";"$:TK mit Freistellungskonto:B+S";"21";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\Noortgate";"18.11.2019 12:08:45";"B+S GmbH Logistik und Dienstleistungen - Bad-Iburg - Sentrup";"B+S";"False";"False";"DPL-SOEST\frielinghaus";"";"DPL-SOEST\Kaese";"DPL-SOEST\Noortgate"
"125";"c940f2c2-6381-4d58-aca2-e106351c0ccd";"DACHSER - Nürnberg";"2";"TK";"11894-TK-013";"11894";"19905";"<p><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;"">seit dem 01.01.16 ist jeder DACHSER eigenst&auml;ndig!</span></p><p>Gem. E-Mail v. 13.01.16 d. Herrn Rodloff (DPL) an Herrn Miller (DACHSER): befristete Aussetzung der seit dem 01.01.16 in Kraft getretenen Pooling-Preise, bei Neubestellungen, im Zeitrum 18.01.16 bis 29.02.16 = 2B-EUR-Palette, ab Lager:&nbsp;<del>0,45 &euro;/EUR</del>&nbsp;/ 0,38 &euro;/EUR!</p><p>Gem. E-Mail v. 05.10.15 d. Herrn Wolting (DPL) an Herrn J&auml;ger (DACHSER)</p><p>Gem. E-Mail v. 13.10.15 d. Herrn Wolting (DPL) an Herrn J&auml;ger (DACHSER)</p><p>KB.: JK&auml;</p><p><del>Gem. E-Mail v. 02.03.12 VK.: ROe u. ATr SB.: BBo / JK&auml; Gem. E-Mail v. 07. / 10.09.12 bis 31.10.12: EU 2A fHa = 2,09 &euro;/EU - N&uuml;rnberg o. Ochsenfurt</del></p><h2><strong>DA013</strong></h2>";"$:TK:Dachser Nürnberg";"15";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\Schulz";"07.01.2020 13:53:43";"DACHSER SE Logistikzentrum Nürnberg - Nürnberg";"Dachser Nürnberg";"False";"False";"DPL-SOEST\losch";"6862";"DPL-SOEST\Kaese";"DPL-SOEST\hartmann"
"134";"a4b74155-c3ac-44ff-a92e-4b4e8b34d72c";"Develey Senf & Feinkost - Parsdorf ";"2";"TK";"38357-TK";"38357";"21770";"<p>Vereinb. v. 04.08.2015 / Laufzeit bis zum 31.12.2016 / Vol.: 15.000 EUR in 12 Mo. / PEU-L = 0,35 &euro;/EU / KB.: JK&auml;</p><p>DD TK, Konto 09/2002-01/2006, seitdem auf null ehem. TK<br /></p>";"$:TK:Ismaning";"12";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\kemper";"07.01.2020 14:23:07";"Develey Senf & Feinkost GmbH  - Parsdorf ";"Ismaning";"False";"False";"DPL-SOEST\kaminska";"";"DPL-SOEST\Kaese";"DPL-SOEST\Schroeter"
"136";"0f6c21d6-1ba8-4544-abd7-8c26cd40728b";"Heidelmann - Schwalmstadt";"2";"TK";"32238-TK";"32238";"21248";"<p>Umbuchungsgeb&uuml;hren unter 100 St&uuml;ck und &uuml;ber 500 St&uuml;ck auf Anfrage bei Miranda.</p><p>ist noch eins von zwei eigenst&auml;ndigen Dachser H&auml;usern unter eigenen Namen!!!</p><p><span style=""font-size:10.0pt;font-family:'Arial',sans-serif;"">(BSt 044 in unserer Umbuchungsliste bei Dachser -&gt; Umbuchungen mit DA Kempten kostenfrei lt. Wolting)</span></p>";"$:TK:Spedition Heidelmann";"10";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\losch";"07.10.2019 08:21:49";"Spedition Heidelmann GmbH Intern. Spedition - Schwalmstadt";"Spedition Heidelmann";"False";"False";"DPL-SOEST\frielinghaus";"";"DPL-SOEST\Kaese";"DPL-SOEST\Wolting"
