"Report_ID";"Booking_ID"
"158605";"11987003"
"158605";"11987004"
"158605";"11987005"
"158605";"11987772"
"158605";"11987791"
"158605";"11987792"
"158605";"11987793"
"158605";"11987823"
"158605";"11987835"
"158605";"11987836"
"158605";"11987837"
"158605";"11987920"
"158605";"11988257"
"158605";"11988585"
"158605";"11988767"
"158605";"11989444"
"158605";"11989447"
"158605";"11989448"
"158605";"11990110"
"158605";"11990113"
"158605";"11990114"
"158605";"11990122"
"158605";"11990125"
"158605";"11990126"
"158605";"11990128"
"158605";"11990131"
"158605";"11990132"
"158605";"11990200"
"158605";"11993471"
"158605";"11993862"
"158605";"11994027"
"158605";"11994466"
"158605";"11994468"
"158605";"11994470"
"158605";"11994472"
"158605";"11994474"
"158605";"11994478"
"158605";"11994480"
"158605";"11994482"
"158605";"11994484"
"158605";"11994486"
"158605";"11994488"
"158605";"11994490"
"158605";"11994492"
"158605";"11994494"
"158605";"11994496"
"158605";"11994498"
"158605";"11994500"
"158605";"11994506"
"158605";"11994508"
"158605";"11994510"
"158605";"11994512"
"158605";"11994514"
"158605";"11994516"
"158605";"11994518"
"158605";"11994520"
"158605";"11994522"
"158605";"11994524"
"158605";"11994526"
"158605";"11994528"
"158605";"11994530"
"158605";"11994532"
"158605";"11994534"
"158605";"11994536"
"158605";"11994538"
"158605";"11994540"
"158605";"11994542"
"158605";"11994544"
"158605";"11994546"
"158605";"11994548"
"158605";"11994550"
"158605";"11994554"
"158605";"11994557"
"158605";"11994561"
"158605";"11994569"
"158605";"11994573"
"158605";"11994577"
"158605";"11994579"
"158605";"11994581"
"158605";"11994583"
"158605";"11994585"
"158605";"11994587"
"158605";"11994589"
"158605";"11994591"
"158605";"11994593"
"158605";"11994595"
"158605";"11994597"
"158605";"11994599"
"158605";"11994601"
"158605";"11994603"
"158605";"11994607"
"158605";"11994609"
"158605";"11994611"
"158605";"11994613"
"158605";"11994615"
"158605";"11994617"
"158605";"11994619"
"158605";"11994621"
"158605";"11994623"
"158605";"11994625"
"158605";"11994627"
"158605";"11994629"
"158605";"11994631"
"158605";"11994633"
"158605";"11994635"
"158605";"11994637"
"158605";"11994639"
"158605";"11994641"
"158605";"11994645"
"158605";"11994647"
"158605";"11994649"
"158605";"11994651"
"158605";"11994653"
"158605";"11994655"
"158605";"11994657"
"158605";"11994659"
"158605";"11994661"
"158605";"11994663"
"158605";"11994669"
"158605";"11994671"
"158605";"11994673"
"158605";"11994675"
"158605";"11994677"
"158605";"11994679"
"158605";"11994681"
"158605";"11994683"
"158605";"11994685"
"158605";"11994695"
"158605";"11994697"
"158605";"11994699"
"158605";"11994701"
"158605";"11994703"
"158605";"11994706"
"158605";"11994708"
"158605";"11994710"
"158605";"11994712"
"158605";"11994714"
"158605";"11994716"
"158605";"11994720"
"158605";"11994726"
"158605";"11994728"
"158605";"11994730"
"158605";"11994732"
"158605";"11994734"
"158605";"11994736"
"158605";"11994738"
"158605";"11994740"
"158605";"11994742"
"158605";"11994744"
"158605";"11994746"
"158605";"11994748"
"158605";"11994750"
"158605";"11994752"
"158605";"11994754"
"158605";"11994756"
"158605";"11994758"
"158605";"11994760"
"158605";"11994762"
"158605";"11994764"
"158605";"11994770"
"158605";"11994772"
"158605";"11994774"
"158605";"11994776"
"158605";"11994778"
"158605";"11994780"
"158605";"11994782"
"158605";"11994784"
"158605";"11994788"
"158605";"11994790"
"158605";"11994792"
"158605";"11994794"
"158605";"11994796"
"158605";"11994798"
"158605";"11994800"
"158605";"11994802"
"158605";"11994808"
"158605";"11994810"
"158605";"11994812"
"158605";"11994814"
"158605";"11994816"
"158605";"11994820"
"158605";"11994822"
"158605";"11994824"
"158605";"11994826"
"158605";"11994828"
"158605";"11994832"
"158605";"11994838"
"158605";"11994846"
"158605";"11994854"
"158605";"11994858"
"158605";"11994864"
"158605";"11994872"
"158605";"11994878"
"158605";"11994892"
"158605";"11994902"
"158605";"11994908"
"158605";"11994914"
"158605";"11994918"
"158605";"11994922"
"158605";"11994934"
"158605";"11994938"
"158605";"11995017"
"158605";"11995019"
"158605";"11995021"
"158605";"11995023"
"158605";"11995025"
"158605";"11995027"
"158605";"11995033"
"158605";"11995035"
"158605";"11995037"
"158605";"11995041"
"158605";"11995043"
"158605";"11995045"
"158605";"11995047"
"158605";"11995049"
"158605";"11995051"
"158605";"11995053"
"158605";"11995057"
"158605";"11995059"
"158605";"11995061"
"158605";"11995063"
"158605";"11995065"
"158605";"11995067"
"158605";"11995071"
"158605";"11995073"
"158605";"11995075"
"158605";"11995077"
"158605";"11995079"
"158605";"11995081"
"158605";"11995083"
"158605";"11995085"
"158605";"11995087"
"158605";"11995089"
"158605";"11995091"
"158605";"11995097"
"158605";"11995099"
"158605";"11995101"
"158605";"11995103"
"158605";"11995105"
"158605";"11995107"
"158605";"11995109"
"158605";"11995111"
"158605";"11995113"
"158605";"11995115"
"158605";"11995117"
"158605";"11995121"
"158605";"11995123"
"158605";"11995125"
"158605";"11995127"
"158605";"11995129"
"158605";"11995131"
"158605";"11995133"
"158605";"11995135"
"158605";"11995137"
"158605";"11995143"
"158605";"11995145"
"158605";"11995147"
"158605";"11995149"
"158605";"11995151"
"158605";"11995153"
"158605";"11995155"
"158605";"11995157"
"158605";"11995159"
"158605";"11995161"
"158605";"11995163"
"158605";"11995165"
"158605";"11995167"
"158605";"11995169"
"158605";"11995171"
"158605";"11995173"
"158605";"11995175"
"158605";"11995177"
"158605";"11995180"
"158605";"11995183"
"158605";"11995185"
"158605";"11995187"
"158605";"11995189"
"158605";"11995191"
"158605";"11995193"
"158605";"11995197"
"158605";"11995199"
"158605";"11995201"
"158605";"11995203"
"158605";"11995205"
"158605";"11995207"
"158605";"11995209"
"158605";"11995211"
"158605";"11995213"
"158605";"11995215"
"158605";"11995217"
"158605";"11995219"
"158605";"11995223"
"158605";"11995225"
"158605";"11995227"
"158605";"11995229"
"158605";"11995233"
"158605";"11995235"
"158605";"11995237"
"158605";"11995239"
"158605";"11995241"
"158605";"11995243"
"158605";"11995245"
"158605";"11995247"
"158605";"11995249"
"158605";"11995251"
"158605";"11995253"
"158605";"11995255"
"158605";"11995257"
"158605";"11995261"
"158605";"11995265"
"158605";"11995267"
"158605";"11995269"
"158605";"11995271"
"158605";"11995273"
"158605";"11995275"
"158605";"11995277"
"158605";"11995279"
"158605";"11995283"
"158605";"11995304"
"158605";"11995458"
"158605";"11995516"
"158605";"11995517"
"158605";"11995518"
"158605";"11995548"
"158605";"11995549"
"158605";"11995550"
"158605";"11995592"
"158605";"11995593"
"158605";"11995594"
"158605";"11995670"
"158605";"11995671"
"158605";"11995672"
"158605";"11997308"
"158605";"11997400"
"158605";"12000942"
"158605";"12000945"
"158605";"12000946"
"158605";"12000956"
"158605";"12000961"
"158605";"12000962"
"158605";"12000969"
"158605";"12000970"
"158605";"12003242"
"158605";"12003243"
"158605";"12003736"
"158605";"12003952"
"158605";"12003953"
"158605";"12004511"
"158605";"12004514"
"158605";"12004515"
"158605";"12005367"
"158605";"12005368"
"158605";"12006884"
"158605";"12006918"
"158605";"12008341"
"158605";"12008350"
"158605";"12008353"
"158605";"12008354"
"158605";"12008464"
"158605";"12009209"
"158605";"12009219"
"158605";"12009244"
"158605";"12010095"
"158605";"12010159"
"158605";"12010372"
"158605";"12010600"
"158605";"12010756"
"158605";"12018352"
"158605";"12018355"
"158605";"12018356"
"158605";"12018795"
"158605";"12018798"
"158605";"12018799"
"158605";"12018916"
"158605";"12018919"
"158605";"12018920"
"158605";"12019024"
"158605";"12019025"
"158605";"12019026"
"158605";"12019127"
"158605";"12019128"
"158605";"12019129"
"158605";"12019249"
"158605";"12019250"
"158605";"12019287"
"158605";"12019288"
"158605";"12019289"
"158605";"12019547"
"158605";"12019567"
"158605";"12019850"
"158605";"12019853"
"158605";"12019854"
"158605";"12020016"
"158605";"12020019"
"158605";"12020020"
"158605";"12020329"
"158605";"12020491"
"158605";"12021124"
"158605";"12021127"
"158605";"12021128"
"158605";"12021176"
"158605";"12021179"
"158605";"12021180"
"158605";"12021192"
"158605";"12021195"
"158605";"12021196"
"158605";"12021284"
"158605";"12021287"
"158605";"12021288"
"158605";"12021292"
"158605";"12021446"
"158605";"12021447"
"158605";"12021627"
"158605";"12021629"
"158605";"12021630"
"158605";"12022099"
"158605";"12022100"
"158605";"12023875"
"158605";"12023878"
"158605";"12023879"
"158605";"12023993"
"158605";"12023996"
"158605";"12023997"
"158605";"12025221"
"158605";"12025224"
"158605";"12025225"
"158605";"12025434"
"158605";"12025437"
"158605";"12025438"
"158605";"12025443"
"158605";"12025446"
"158605";"12025447"
"158605";"12026082"
"158605";"12026085"
"158605";"12026086"
"158605";"12026135"
"158605";"12026136"
"158605";"12026137"
"158605";"12026139"
"158605";"12026140"
"158605";"12026141"
"158605";"12026160"
"158605";"12026161"
"158605";"12026162"
"158605";"12026166"
"158605";"12026167"
"158605";"12026168"
"158605";"12026172"
"158605";"12026173"
"158605";"12026174"
"158605";"12026187"
"158605";"12026188"
"158605";"12026189"
"158605";"12026262"
"158605";"12026265"
"158605";"12026266"
"158605";"12027823"
"158605";"12028236"
"158605";"12028242"
"158605";"12028628"
"158605";"12029054"
"158605";"12029529"
"158605";"12029530"
"158605";"12029716"
"158605";"12029717"
"158605";"12029718"
"158605";"12030849"
"158605";"12030850"
"158605";"12030851"
"158605";"12030865"
"158605";"12030866"
"158605";"12030867"
"158605";"12031438"
"158605";"12031439"
"158605";"12031440"
"158605";"12032206"
"158605";"12032207"
"158605";"12032414"
"158605";"12032415"
"158605";"12033112"
"158605";"12033923"
"158605";"12033926"
"158605";"12033927"
"158605";"12034001"
"158605";"12034003"
"158605";"12034006"
"158605";"12034007"
"158605";"12034307"
"158605";"12034310"
"158605";"12034311"
"158605";"12034799"
"158605";"12034800"
"158605";"12034801"
"158605";"12037023"
"158605";"12037126"
"158605";"12037236"
"158605";"12037410"
"158605";"12037426"
"158605";"12037440"
"158605";"12037501"
"158605";"12037502"
"158605";"12037503"
"158605";"12037515"
"158605";"12037516"
"158605";"12037644"
"158605";"12037734"
"158605";"12037815"
"158605";"12037824"
"158605";"12037923"
"158605";"12038026"
"158605";"12038030"
"158605";"12038031"
"158605";"12038038"
"158605";"12038048"
"158605";"12038054"
"158605";"12038058"
"158605";"12038062"
"158605";"12038067"
"158605";"12038068"
"158605";"12038073"
"158605";"12038076"
"158605";"12038083"
"158605";"12038098"
"158605";"12038106"
"158605";"12038110"
"158605";"12038120"
"158605";"12038121"
"158605";"12038231"
"158605";"12038245"
"158605";"12038250"
"158605";"12038289"
"158605";"12038385"
"158605";"12038386"
"158605";"12038408"
"158605";"12038413"
"158605";"12038510"
"158605";"12038520"
"158605";"12038525"
"158605";"12038527"
"158605";"12038528"
"158605";"12038546"
"158605";"12038596"
"158605";"12038606"
"158605";"12038607"
"158605";"12038880"
"158605";"12038881"
"158605";"12038887"
"158605";"12038889"
"158605";"12038890"
"158605";"12039277"
"158605";"12039278"
"158605";"12039279"
"158605";"12039574"
"158605";"12041938"
"158605";"12041939"
"158605";"12043097"
"158605";"12043100"
"158605";"12043101"
"158605";"12043140"
"158605";"12043144"
"158605";"12043145"
"158605";"12043630"
"158605";"12043978"
"158605";"12043979"
"158605";"12044015"
"158605";"12044018"
"158605";"12044019"
"158605";"12044404"
"158605";"12044405"
"158605";"12044578"
"158605";"12044579"
"158605";"12046536"
"158605";"12046539"
"158605";"12046540"
"158605";"12046542"
"158605";"12046545"
"158605";"12046546"
"158605";"12046614"
"158605";"12046617"
"158605";"12046618"
"158605";"12047039"
"158605";"12047040"
"158605";"12047156"
"158605";"12047157"
"158605";"12047158"
"158605";"12047687"
"158605";"12047690"
"158605";"12047691"
"158605";"12047761"
"158605";"12047762"
"158605";"12047763"
"158605";"12048148"
"158605";"12048149"
"158605";"12048165"
"158605";"12048166"
"158605";"12048167"
"158605";"12048176"
"158605";"12048177"
"158605";"12048178"
"158605";"12048188"
"158605";"12048189"
"158605";"12048190"
"158605";"12048196"
"158605";"12048197"
"158605";"12048198"
"158605";"12048663"
"158605";"12049262"
"158605";"12049263"
"158605";"12049287"
"158605";"12049288"
"158605";"12049293"
"158605";"12050364"
"158605";"12050367"
"158605";"12050368"
"158605";"12051946"
"158605";"12054719"
"158605";"12054725"
"158605";"12054777"
"158605";"12056063"
"158605";"12056066"
"158605";"12056067"
"158605";"12056683"
"158605";"12056686"
"158605";"12056687"
"158605";"12056811"
"158605";"12056999"
"158605";"12057000"
"158605";"12057002"
"158605";"12057005"
"158605";"12057006"
"158605";"12057920"
"158605";"12065134"
"158605";"12065135"
"158605";"12076993"
"158605";"12076994"
"158605";"12078572"
"158605";"12078573"
"158605";"12078574"
"158605";"12078638"
"158605";"12078639"
"158605";"12078640"
"158605";"12078709"
"158605";"12078710"
"158605";"12080145"
"158605";"12080146"
"158605";"12080147"
"158605";"12080177"
"158605";"12080178"
"158605";"12080179"
"158605";"12080189"
"158605";"12080190"
"158605";"12080191"
"158605";"12084993"
"158605";"12084994"
"158605";"12087561"
"158605";"12087562"
"158605";"12089505"
"158605";"12089508"
"158605";"12089509"
"158605";"12093092"
"158605";"12099847"
"158605";"12101951"
"158605";"12101952"
"158605";"12107133"
"158605";"12107134"
"158605";"12110459"
"158605";"12110460"
"158605";"12110463"
"158605";"12110464"
"158605";"12111720"
"158605";"12111721"
"158605";"12111748"
"158605";"12111762"
"158605";"12111802"
"158605";"12118955"
"158605";"12118959"
"158605";"12118961"
"158605";"12118963"
"158605";"12118965"
"158605";"12118967"
"158605";"12118969"
"158605";"12118971"
"158605";"12118973"
"158605";"12118975"
"158605";"12118977"
"158605";"12118979"
"158605";"12118981"
"158605";"12118983"
"160819";"11529372"
"160819";"11592223"
"160819";"11592226"
"160819";"11592227"
"160819";"11886167"
"160819";"11886170"
"160819";"11886171"
"160819";"11887397"
"160819";"11887400"
"160819";"11887401"
"160819";"11894842"
"160819";"11908164"
"160819";"11949189"
"160819";"11964196"
"160819";"11964199"
"160819";"11964200"
"160819";"11982058"
"160819";"11982061"
"160819";"11982062"
"160819";"11988187"
"160819";"11989438"
"160819";"11989460"
"160819";"11997322"
"160819";"11997325"
"160819";"11997326"
"160819";"11997332"
"160819";"11997335"
"160819";"11997336"
"160819";"12019420"
"160819";"12019423"
"160819";"12019424"
"160819";"12019436"
"160819";"12019439"
"160819";"12019440"
"160819";"12020267"
"160819";"12020270"
"160819";"12020271"
"160819";"12025117"
"160819";"12025120"
"160819";"12025121"
"160819";"12027376"
"160819";"12038014"
"160819";"12038093"
"160819";"12048520"
"160819";"12049119"
"160819";"12049221"
"160819";"12049345"
"160819";"12050388"
"160819";"12050391"
"160819";"12050392"
"160819";"12050406"
"160819";"12050409"
"160819";"12050410"
"160819";"12054596"
"160819";"12054670"
"160819";"12054821"
"160819";"12056129"
"160819";"12056130"
"160819";"12057208"
"160819";"12057226"
"160819";"12057469"
"160819";"12057470"
"160819";"12059222"
"160819";"12059225"
"160819";"12059226"
"160819";"12059268"
"160819";"12059271"
"160819";"12059272"
"160819";"12063152"
"160819";"12063153"
"160819";"12065041"
"160819";"12065059"
"160819";"12065067"
"160819";"12067039"
"160819";"12067169"
"160819";"12067172"
"160819";"12067173"
"160819";"12080839"
"160819";"12080842"
"160819";"12080843"
"160819";"12080904"
"160819";"12080907"
"160819";"12080908"
"160819";"12081072"
"160819";"12081075"
"160819";"12081076"
"160819";"12081488"
"160819";"12082995"
"160819";"12082998"
"160819";"12082999"
"160819";"12083360"
"160819";"12083363"
"160819";"12083364"
"160819";"12084593"
"160819";"12084594"
"160819";"12088020"
"160819";"12088115"
"160819";"12088118"
"160819";"12088119"
"160819";"12089362"
"160819";"12089364"
"160819";"12089457"
"160819";"12089460"
"160819";"12089461"
"160819";"12091854"
"160819";"12091857"
"160819";"12091858"
"160819";"12094739"
"160819";"12094742"
"160819";"12094743"
"160819";"12094871"
"160819";"12094874"
"160819";"12094875"
"160819";"12094990"
"160819";"12094993"
"160819";"12094994"
"160819";"12095136"
"160819";"12096275"
"160819";"12096360"
"160819";"12096363"
"160819";"12096364"
"160819";"12096372"
"160819";"12096375"
"160819";"12096376"
"160819";"12097073"
"160819";"12097074"
"160819";"12097075"
"160819";"12097097"
"160819";"12097098"
"160819";"12097099"
"160819";"12097169"
"160819";"12097170"
"160819";"12097171"
"160819";"12097306"
"160819";"12097307"
"160819";"12097308"
"160819";"12097525"
"160819";"12097526"
"160819";"12097527"
"160819";"12097539"
"160819";"12097542"
"160819";"12097543"
"160819";"12097545"
"160819";"12097546"
"160819";"12097547"
"160819";"12099537"
"160819";"12100263"
"160819";"12100266"
"160819";"12100267"
"160819";"12101493"
"160819";"12101494"
"160819";"12101553"
"160819";"12101554"
"160819";"12101720"
"160819";"12101723"
"160819";"12101724"
"160819";"12102975"
"160819";"12102976"
"160819";"12103125"
"160819";"12103275"
"160819";"12103325"
"160819";"12103326"
"160819";"12103330"
"160819";"12103946"
"160819";"12103949"
"160819";"12103950"
"160819";"12105348"
"160819";"12105385"
"160819";"12105386"
"160819";"12106182"
"160819";"12106185"
"160819";"12106186"
"160819";"12106204"
"160819";"12106207"
"160819";"12106208"
"160819";"12106396"
"160819";"12106850"
"160819";"12106853"
"160819";"12106854"
"160819";"12106870"
"160819";"12106873"
"160819";"12106874"
"160819";"12107258"
"160819";"12107261"
"160819";"12107262"
"160819";"12107266"
"160819";"12107269"
"160819";"12107270"
"160819";"12108243"
"160819";"12108246"
"160819";"12108247"
"160819";"12110410"
"160819";"12110413"
"160819";"12110414"
"160819";"12112492"
"160819";"12112495"
"160819";"12112496"
"160819";"12112888"
"160819";"12112934"
"160819";"12112937"
"160819";"12112938"
"160819";"12113312"
"160819";"12113315"
"160819";"12113316"
"160819";"12113320"
"160819";"12113362"
"160819";"12113363"
"160819";"12113364"
"160819";"12113372"
"160819";"12113373"
"160819";"12113374"
"160819";"12114284"
"160819";"12114287"
"160819";"12114288"
"160819";"12117196"
"160819";"12117198"
"160819";"12117200"
"160819";"12117202"
"160819";"12117204"
"160819";"12117206"
"160819";"12117208"
"160819";"12117210"
"160819";"12117212"
"160819";"12117214"
"160819";"12117216"
"160819";"12117218"
"160819";"12117220"
"160819";"12117222"
"160819";"12117226"
"160819";"12117228"
"160819";"12117230"
"160819";"12117232"
"160819";"12117234"
"160819";"12117238"
"160819";"12117240"
"160819";"12117242"
"160819";"12117244"
"160819";"12117246"
"160819";"12117248"
"160819";"12117250"
"160819";"12117254"
"160819";"12117256"
"160819";"12117258"
"160819";"12117260"
"160819";"12117262"
"160819";"12117264"
"160819";"12117266"
"160819";"12117268"
"160819";"12117270"
"160819";"12117272"
"160819";"12117274"
"160819";"12117276"
"160819";"12117278"
"160819";"12117280"
"160819";"12117282"
"160819";"12117284"
"160819";"12117286"
"160819";"12117288"
"160819";"12117290"
"160819";"12117292"
"160819";"12117294"
"160819";"12117296"
"160819";"12117298"
"160819";"12117300"
"160819";"12117302"
"160819";"12117304"
"160819";"12117306"
"160819";"12117308"
"160819";"12117310"
"160819";"12117312"
"160819";"12117314"
"160819";"12117316"
"160819";"12117318"
"160819";"12117320"
"160819";"12117322"
"160819";"12117324"
"160819";"12117326"
"160819";"12117328"
"160819";"12117330"
"160819";"12117332"
"160819";"12117334"
"160819";"12117336"
"160819";"12117338"
"160819";"12117340"
"160819";"12117342"
"160819";"12117344"
"160819";"12117346"
"160819";"12117348"
"160819";"12117350"
"160819";"12117352"
"160819";"12117354"
"160819";"12117356"
"160819";"12117358"
"160819";"12117360"
"160819";"12117362"
"160819";"12117364"
"160819";"12117366"
"160819";"12117368"
"160819";"12117370"
"160819";"12117372"
"160819";"12117374"
"160819";"12117376"
"160819";"12117378"
"160819";"12117380"
"160819";"12117382"
"160819";"12117384"
"160819";"12117386"
"160819";"12117388"
"160819";"12117390"
"160819";"12117392"
"160819";"12117394"
"160819";"12117396"
"160819";"12117398"
"160819";"12117400"
"160819";"12117402"
"160819";"12117404"
"160819";"12117406"
"160819";"12117408"
"160819";"12117410"
"160819";"12117412"
"160819";"12117414"
"160819";"12117416"
"160819";"12117418"
"160819";"12117420"
"160819";"12117422"
"160819";"12117424"
"160819";"12117426"
"160819";"12117428"
"160819";"12117430"
"160819";"12117432"
"160819";"12117434"
"160819";"12117436"
"160819";"12117438"
"160819";"12117440"
"160819";"12117442"
"160819";"12117444"
"160819";"12117446"
"160819";"12117448"
"160819";"12117452"
"160819";"12117454"
"160819";"12117456"
"160819";"12117458"
"160819";"12117460"
"160819";"12117462"
"160819";"12117466"
"160819";"12117468"
"160819";"12117470"
"160819";"12117472"
"160819";"12117474"
"160819";"12117476"
"160819";"12117478"
"160819";"12117480"
"160819";"12117482"
"160819";"12117484"
"160819";"12117486"
"160819";"12117488"
"160819";"12117490"
"160819";"12117492"
"160819";"12117494"
"160819";"12117496"
"160819";"12117498"
"160819";"12117500"
"160819";"12117502"
"160819";"12117504"
"160819";"12117506"
"160819";"12117508"
"160819";"12117510"
"160819";"12117512"
"160819";"12117514"
"160819";"12117516"
"160819";"12117518"
"160819";"12117520"
"160819";"12117522"
"160819";"12117524"
"160819";"12117526"
"160819";"12117528"
"160819";"12117530"
"160819";"12117532"
"160819";"12117534"
"160819";"12117536"
"160819";"12117538"
"160819";"12117544"
"160819";"12117546"
"160819";"12117548"
"160819";"12117550"
"160819";"12117552"
"160819";"12117554"
"160819";"12117556"
"160819";"12117558"
"160819";"12117564"
"160819";"12117566"
"160819";"12117574"
"160819";"12117576"
"160819";"12117580"
"160819";"12117582"
"160819";"12117584"
"160819";"12117586"
"160819";"12117588"
"160819";"12117590"
"160819";"12117592"
"160819";"12117594"
"160819";"12117596"
"160819";"12117598"
"160819";"12117600"
"160819";"12117602"
"160819";"12117604"
"160819";"12117606"
"160819";"12117608"
"160819";"12117610"
"160819";"12117612"
"160819";"12117614"
"160819";"12117618"
"160819";"12117620"
"160819";"12117622"
"160819";"12117624"
"160819";"12117626"
"160819";"12117628"
"160819";"12117630"
"160819";"12117632"
"160819";"12117634"
"160819";"12117636"
"160819";"12117638"
"160819";"12117640"
"160819";"12117642"
"160819";"12117644"
"160819";"12117646"
"160819";"12117648"
"160819";"12117650"
"160819";"12117652"
"160819";"12117654"
"160819";"12117656"
"160819";"12117658"
"160819";"12117660"
"160819";"12117662"
"160819";"12117664"
"160819";"12117666"
"160819";"12117668"
"160819";"12117670"
"160819";"12117672"
"160819";"12117674"
"160819";"12117676"
"160819";"12117678"
"160819";"12117680"
"160819";"12117682"
"160819";"12117684"
"160819";"12117686"
"160819";"12117688"
"160819";"12117690"
"160819";"12117694"
"160819";"12117696"
"160819";"12117698"
"160819";"12117700"
"160819";"12117702"
"160819";"12117704"
"160819";"12117706"
"160819";"12117708"
"160819";"12117712"
"160819";"12117714"
"160819";"12117716"
"160819";"12117718"
"160819";"12117720"
"160819";"12117722"
"160819";"12117726"
"160819";"12117728"
"160819";"12117733"
"160819";"12117735"
"160819";"12117737"
"160819";"12117739"
"160819";"12117741"
"160819";"12117743"
"160819";"12117745"
"160819";"12117747"
"160819";"12117749"
"160819";"12117751"
"160819";"12117753"
"160819";"12117755"
"160819";"12117757"
"160819";"12117759"
"160819";"12117761"
"160819";"12117763"
"160819";"12117765"
"160819";"12117767"
"160819";"12117773"
"160819";"12117775"
"160819";"12117777"
"160819";"12117779"
"160819";"12117781"
"160819";"12117783"
"160819";"12117785"
"160819";"12117787"
"160819";"12117789"
"160819";"12117791"
"160819";"12117793"
"160819";"12117795"
"160819";"12117797"
"160819";"12117799"
"160819";"12117801"
"160819";"12117803"
"160819";"12117805"
"160819";"12117807"
"160819";"12117809"
"160819";"12117811"
"160819";"12117813"
"160819";"12117815"
"160819";"12117817"
"160819";"12117819"
"160819";"12117821"
"160819";"12117823"
"160819";"12117825"
"160819";"12117827"
"160819";"12117829"
"160819";"12117831"
"160819";"12117833"
"160819";"12117835"
"160819";"12117837"
"160819";"12117839"
"160819";"12117841"
"160819";"12117843"
"160819";"12117845"
"160819";"12117847"
"160819";"12117849"
"160819";"12117851"
"160819";"12117853"
"160819";"12117855"
"160819";"12117857"
"160819";"12117861"
"160819";"12117863"
"160819";"12117865"
"160819";"12117867"
"160819";"12117869"
"160819";"12117871"
"160819";"12117873"
"160819";"12117875"
"160819";"12117877"
"160819";"12117879"
"160819";"12117881"
"160819";"12117883"
"160819";"12117885"
"160819";"12117887"
"160819";"12117891"
"160819";"12117897"
"160819";"12117899"
"160819";"12117901"
"160819";"12117903"
"160819";"12117905"
"160819";"12117907"
"160819";"12117909"
"160819";"12117911"
"160819";"12117913"
"160819";"12117915"
"160819";"12117917"
"160819";"12117923"
"160819";"12117925"
"160819";"12117927"
"160819";"12117929"
"160819";"12117931"
"160819";"12117933"
"160819";"12117935"
"160819";"12117937"
"160819";"12117939"
"160819";"12117941"
"160819";"12117943"
"160819";"12117945"
"160819";"12117947"
"160819";"12117949"
"160819";"12117951"
"160819";"12117953"
"160819";"12117955"
"160819";"12117957"
"160819";"12117959"
"160819";"12117961"
"160819";"12117963"
"160819";"12117965"
"160819";"12117967"
"160819";"12117969"
"160819";"12117971"
"160819";"12117973"
"160819";"12117975"
"160819";"12117977"
"160819";"12117979"
"160819";"12117981"
"160819";"12117983"
"160819";"12117985"
"160819";"12117987"
"160819";"12117989"
"160819";"12117991"
"160819";"12117993"
"160819";"12117995"
"160819";"12117997"
"160819";"12117999"
"160819";"12118001"
"160819";"12118003"
"160819";"12118005"
"160819";"12118007"
"160819";"12118009"
"160819";"12118013"
"160819";"12118015"
"160819";"12118017"
