Id,RefLmsAddressNumber,Lat,Lng,Street1,PostalCode,City,CountryId
195,22307,48.5238269,8.3125673,Max-Eyth-Straße 26,72270,Baiersbronn-Mitteltal,1
196,22308,52.346422,8.6564326,Blankenhorststr. 6,32339,Espelkamp / Isenstedt,1
197,22309,52.30961,10.48718,Ernst-Böhme-Str. 27,38112,Braunschweig,1
198,22310,48.2268243,14.3955067,Im Astenfeld 1,4490,St. Florian,3
199,22314,51.1896856,9.7235421,Industriestr. 10 - 24,37235,Hessisch Lichtenau,1
200,22317,49.572169,9.3598275,Waldstr. 9,74731,Wallduern,1
201,22318,48.8591728,8.658609,Im Westring 9,75180,Pforzheim,1
202,22320,50.64592,6.79225,Thomas Esser Str. 22,53879,Euskirchen,1
203,22322,50.0294877,8.6949231,Plant AP - Box 510 Dreieich,NE270QW,N.Tyneside,6
204,22331,51.482193,8.1266487,Joseph-Joos-Weg 15,59519,Möhnesee,1
205,22332,49.7837821,14.6873699,Tyrova 2075,256 01,Benesov,7
206,22335,48.97767,11.20193,Hauptstr. 2,85135,Petersbusch,1
207,22337,48.0039343,10.7225218,Gewerbestrasse 6 - 8,86860,Jengen,1
208,22347,52.4301285,13.5508713,Adlergestell 303,12489,Berlin,1
209,22348,47.7653326,12.1060016,Kufsteiner Straße 118,83064,Raubling,1
210,22349,52.4430021,15.5930933,ul. Pamiatkowa 12,66300,Miedzyrzecz,5
211,22356,48.99942799999999,8.4247437,Wolfartsweierer Str. 38,76137,Karlsruhe,1
212,22358,52.360764,7.699726300000001,Wiesengrund 42,49509,Recke,1
213,22361,52.02376030000001,11.7299759,Geschwister-Scholl-Str. 143c,39218,Schönebeck,1
214,22364,50.5560536,9.5905877,Werner-von-Siemens-Str. 17,36041,Fulda,1
215,22365,51.9315978,10.3231682,Innerstetal 2,38685,Langelsheim,1
216,22367,51.3957519,8.170753,Gewerbegebiet Brumlingsen,59872,Meschede- Freienohl,1
217,22368,50.9370592,6.943819899999999,Mittelstr. 12 - 14 b,50672,Köln,1
218,22376,51.70162,7.38829,Rudolf-Diesel-Straße 29-31,59399,Olfen,1
219,22377,47.3866524,8.5399257,Stampfenbachstr. 142,8035,Zürich,4
220,22378,51.8819928,8.4406129,An der Autobahn,33310,Gütersloh,1
221,22379,51.5025307,7.5694436,Schleefstr. 1 a,44287,Dortmund,1
222,22382,48.76922440000001,9.259115900000001,Am Ostkai 15,70327,Stuttgart,1
223,22384,53.0746834,8.7821252,Seumestraße 5 - 7,28197,Bremen,1
224,22385,52.42256,9.45566,Im Stadtfelde 8,31515,Wunstorf,1
225,25692,51.6172451,7.62376,Erich-Ollenahauer-Str. 25,59192,Bergkamen,1
226,25891,53.0715647,7.705894300000001,Eisenbahnstraße 7,26683,Saterland,1
227,25896,51.3832818,7.6750882,Raiffeisenstraße 5,58638,Iserlohn,1
228,28828,51.9292828,8.5832435,Gildemeister Straße 151,33689,Bielefeld,1
229,28829,51.92795,8.584389999999999,Strothbachstr. 14,33689,Bielefeld,1
230,28832,54.10221,9.979659999999999,Baeyerstr. 10,24536,Neumünster,1
231,28835,51.4875248,8.4535917,Briloner Str. 14,59602,Rüthen,1
232,28836,47.8125717,12.6127849,St.-Primus-Straße 1-5,83313,Siegsdorf/Obb.,1
233,28838,50.83646,7.10889,Genker Str. 1,53942,Troisdorf-Spich,1
234,28840,48.1724492,12.230858,Ramsau bei Haag/Obb.,84437,Reichertsheim,1
235,28841,47.2461688,8.0697977,Grossfeld,6234,Triengen,4
236,28842,49.1499487,9.307819499999999,Schillerstraße 51,74248,Ellhofen,1
237,28843,48.7179105,9.344125199999999,Domlerstraße 9,73730,Esslingen,1
238,28844,48.5905298,9.1667012,Johannes-Mejer-Str. 14,72141,Walddorf Häslach,1
239,28848,53.6805946,10.250844,Beimoorweg 11,22926,Ahrensburg,1
240,28852,49.3899369,11.0506418,Hamburger Straße 99,90451,Nürnberg-Hafen,1
241,28853,48.5005967,11.605565,Ohmstraße 2,85301,Schweitenkirchen,1
242,28855,47.80146999999999,9.62163,Birkenweg 12,88250,Weingarten,1
243,28857,50.5444608,7.2673668,Trifter Weg 14-20,53489,Sinzig,1
244,28858,53.5111025,9.9768543,Reiherstieg - Hauptdeich 39-47,21107,Hamburg,1
245,28859,47.75308,8.95685,Walter-Schellenberg-Str. 10,78315,Radolfzell,1
246,28860,52.4293832,9.4157384,Am Hohen Holz 2,31515,Wunstorf,1
247,28861,53.47418,9.97312,1. Hafenstr. 13,21079,Hamburg,1
248,28863,49.9820907,6.9070665,Justus-von-Liebig-Str. 2,54516,Wittlich,1
249,28864,51.6459941,-0.4296775,Hatters Lane Watford,WD 188 NS,Hertfordshire,6
250,28865,49.9901853,8.3192852,Im Weiherfeld 3,65462,Ginsheim - Gustavsburg,1
251,28866,52.5575815,12.9735972,Magdeburger Str. 2,14641,Wustermark,1
252,28867,51.25132,7.00355,Gold-Zack-Straße 7-9,40822,Mettmann,1
253,28868,49.9166393,8.636906999999999,Röntgenstraße 7,64291,Darmstadt-Arheiligen,1
254,28869,47.5979391,9.8839758,Am Mühlbach,88161,Lindenberg,1
255,28870,48.28470950000001,8.175634,Gustav-Rivinius-Platz 2,77756,Hausach,1
256,28871,51.5354561,7.7219729,Werler Straße 42,59423,Unna,1
257,28872,50.305896,11.9211045,Viceburgstr. 10,95028,Hof/Saale,1
258,28873,50.8128434,6.2860179,Südstr. 45,52249,Eschweiler,1
259,28874,48.4078434,15.6425285,Dr. Franz Wilhelm Straße 1,3500,Krems,3
260,28875,48.64879579999999,9.434725,Kupernikusstraße 10,73230,Kirchheim - Teck,1
261,28876,48.9607946,9.1311584,Talstr. 4,74321,Bietigheim-Bissingen,1
262,28877,51.43071,6.8588706,Weseler Str. 30-40,45478,Mülheim / Ruhr,1
263,28878,49.5207355,8.555097700000001,Spreewalsallee 38,68309,Mannheim / Vogelstang,1
264,28879,51.9859976,11.8688791,Monplaisirstraße 33,39249,Barby,1
265,28881,50.839171,12.4473417,Guteborner Allee 3,08393,Meerane,1
266,28885,51.56356,8.53521,Oberer Westring 27,33142,Büren,1
267,28886,49.4694194,11.0670637,Nordwestring 201,90419,Nürnberg,1
268,28890,49.7648772,8.487839899999999,Otto-Hahn-Str. 14,64579,Gernsheim,1
269,28891,49.9562432,8.2593687,Robert-Koch-Str. 44,55129,Mainz,1
270,28892,50.535363,7.473771999999999,Am Gierensberg 5,56581,Kurtscheid,1
271,28893,53.5033927,10.0043771,Dratelnstraße 20,21109,Hamburg,1
272,28894,52.13404999999999,7.551539999999999,Industriestr. 46,48268,Greven,1
273,28896,51.50991459999999,7.269234099999999,Josef-Baumann-Str. 1,44805,Bochum,1
274,28897,49.404047,11.0666668,Rotterdamer Straße 5,90451,Nürnberg Hafen,1
275,28898,47.7206994,10.3171141,Alpenrosenstraße 1,87435,Kempten,1
276,28899,51.38956,10.8387,Schachtstr. 20,99706,Sondershausen,1
277,28900,51.7613144,14.2514314,Friedhofstr. 1,03099,Kolkwitz,1
278,28901,51.08773,13.27706,OT Starbach Rewestr. 1,01683,Ketzerbachtal,1
279,28903,52.44313,9.6996,Bayernstrasse 17,30855,Langenhagen,1
280,28904,50.6429286,8.0884775,Auf der Höhe 4,56477,Waigandshain,1
281,28905,49.58348789999999,11.1879666,Orchideenstr. 44,90542,Eckental,1
282,28907,51.2941101,6.8646876,Ernst-Dietrich-Platz 2,40882,Ratingen,1
283,28908,51.62116409999999,6.660406699999999,Am Industriepark 2,46562,Voerde,1
284,28909,53.5641048,10.0372661,Conventstraße 12,22089,Hamburg,1
285,28910,52.59729,13.59824,Möbel-Hübner-Straße 1,16356,Ahrensfelde,1
286,28911,51.6444984,8.713026,Nikolaus-Otto-Straße 40,33178,Borchen,1
287,28912,51.3555485,6.7781866,Beckerfelder Straße 96,47269,Duisburg,1
288,28913,51.67515,7.77133,Hafenstraße 119,59067,Hamm,1
289,28914,52.5544727,13.1017849,Straße der Einheit 122-128,14612,Falkensee,1
290,28919,48.653555,9.4282868,Hegelstr. 16,73230,Kirchheim,1
291,28920,49.77054,8.377089999999999,Außerhalb 20,67578,Gimbsheim,1
292,28921,52.9938851,11.7248296,Wahrenberger Str. 70,19322,Wittenberge,1
293,28922,49.5657,10.89638,Erlangerstraße 62,91074,Herzogenaurach,1
294,28926,48.04734999999999,11.70205,Dorfstr. 4a,85662,Hohenbrunn,1
295,28928,48.1309234,14.3978514,Angersberg 18,4483,Hargelsberg,3
296,28930,51.9479453,8.8871156,Sylbeckestr. 20,32756,Detmold,1
297,28931,53.38957800000001,10.0280073,Hittfelder Kirchweg 2,21220,Seevetal,1
298,28933,49.4540661,8.495309899999999,Eisenbahnstr. 6-8,68199,Mannheim,1
299,28934,51.7584539,11.3518569,Dornbergeweg 4,06463,Reinstedt,1
300,28936,51.92043,7.184439999999999,Erlenweg 144/146,48653,Coesfeld,1
301,28939,51.4930107,6.8791176,Promenade 10,46149,Oberhausen,1
302,28940,51.4245704,5.4331591,De Sleutel 9,5652,AS Eindhoven,8
303,28944,48.56083,12.15424,Meisenstr. 32,84030,Ergolding,1
304,28946,51.3976566,12.29315,An der Salzstr. 1,04158,Leipzig,1
305,28947,53.674052,13.2092266,Trostfelde 3,17087,Trostfelde,1
306,28948,50.9619502,6.9404971,Geldernstraße 46,50739,Köln,1
307,28949,53.15599539999999,12.1704389,Saarstraße 19,16928,Pritzwald,1
308,28953,51.13704,6.78471,Siemensstraße 10-12,41542,Dormagen,1
309,28954,52.5333118,12.3001998,Mühlenweg 4,14715,Bützer,1
310,28958,50.8895582,7.8732156,Am Plittershagener Berg 1,57258,Freudenberg,1
311,28959,51.58688050000001,7.540497299999999,Preußenstr. 2,44532,Lünen,1
312,28960,48.22799,8.78382,Dormettinger Straße 10,72359,Dottenhausen,1
313,28961,54.1127958,12.111707,Am Hechtgraben 19,18147,Rostock,1
314,28964,45.602628,9.207714,Via Oelavia 81,20033,Desio,9
315,28965,52.13865,8.47532,Schlossstraße 10-12,32139,Spenge,1
316,28970,49.3131272,12.1034196,Gutenbergstr. 1,92421,Schwandorf,1
317,28971,52.35501,10.24143,Wendesser Landstraße 47,31228,Peine,1
318,28974,52.253805,13.2452221,Ahornstraße 12,14974,Thyrow,1
319,28975,47.9666731,13.2415003,Gewerbegebiet Nord 5,5204,Strasswalchen,3
320,28977,53.5272362,10.1049187,Werner-Siemens-Str. 92,22113,Hamburg,1
321,28978,53.529516,10.0944847,Werner-Siemens-Str. 13-15,22113,Hamburg,1
322,28979,51.54355330000001,6.9764458,Weusterstr. 4,46240,Bottrop,1
323,28981,52.86479240000001,9.6205071,Max-Planck-Straße 1,29664,Walsrode,1
324,28982,53.6739725,10.2400854,Grosse Str. 27-29,22926,Ahrensburg,1
325,28984,51.7225331,8.8014396,Enzianweg 44,33100,Paderborn,1
326,28986,52.75814,8.1681999,Westerbakumer Str. 8,49456,Bakum,1
327,28987,50.37791,7.57287,Friedrich-Mohr-Straße 13,56070,Koblenz,1
328,28989,49.1771581,11.0041605,Obere Lerch 40,91166,Georgensgmünd,1
329,28990,47.7952716,12.1195743,Rosenheimer Str. 33,83064,Raubling,1
330,28995,52.4587669,10.7473419,Krugfeld 16,38448,Wolfsburg,1
331,28997,53.5817814,7.907356900000001,Am Bullhamm 1,26441,Jever,1
332,28998,53.89460769999999,11.4381297,Werftstr. 2,23966,Wismar,1
333,28999,51.3483642,12.4777518,Paunsdorfer Allee 1,04329,Leipzig,1
334,29000,50.98525540000001,6.5720437,Adolf-Silverberg-Str. 22,50181,Bedburg,1
335,29001,47.7577893,11.3837421,Zibetholzweg 1,82377,Penzberg,1
336,29002,53.5953964,8.5982193,Leher Landstrasse 92 - 94,27607,Langen,1
337,29007,51.2780786,6.517695499999999,Hanns - Martin - Schleyer - Str. 33,47877,Willich - Münchheide,1
